1403636859.701666594 0.27563 0.06749 -0.08171 -0.05409 -0.01790 -0.01157 0.99831
1403636859.801666498 0.31381 0.06615 -0.08986 -0.06125 -0.00705 -0.01689 0.99795
1403636859.901666403 0.36058 0.05794 -0.09953 -0.06726 -0.00128 -0.02195 0.99749
1403636860.001666546 0.39028 0.05890 -0.11101 -0.07003 0.00069 -0.02266 0.99729
1403636860.101666451 0.39573 0.06480 -0.11129 -0.07309 -0.00250 -0.01988 0.99712
1403636860.201666594 0.37491 0.07212 -0.10664 -0.07352 -0.01000 -0.01613 0.99711
1403636860.301666498 0.32791 0.07812 -0.09488 -0.07074 -0.02304 -0.00952 0.99718
1403636860.401666403 0.26989 0.08343 -0.08228 -0.07154 -0.04330 -0.00336 0.99649
1403636860.501666546 0.21391 0.08836 -0.07304 -0.07146 -0.06640 0.00422 0.99522
1403636860.601666451 0.16823 0.09059 -0.06277 -0.06901 -0.08447 0.00982 0.99399
1403636860.701666594 0.13875 0.09092 -0.05829 -0.06424 -0.09061 0.00981 0.99376
1403636860.801666498 0.12928 0.09210 -0.05898 -0.06320 -0.09142 0.00256 0.99380
1403636860.901666403 0.14707 0.09125 -0.06557 -0.06128 -0.09114 -0.00400 0.99394
1403636861.001666546 0.18925 0.08918 -0.07711 -0.05871 -0.08776 -0.00810 0.99438
1403636861.101666451 0.24546 0.08682 -0.09088 -0.05834 -0.07369 -0.00943 0.99553
1403636861.201666594 0.30774 0.08501 -0.10545 -0.05871 -0.05169 -0.01219 0.99686
1403636861.301666498 0.36875 0.08321 -0.12080 -0.05829 -0.02736 -0.01391 0.99783
1403636861.401666403 0.41833 0.08314 -0.13395 -0.05927 -0.00736 -0.01258 0.99814
1403636861.501666546 0.44190 0.08419 -0.13959 -0.06138 0.00515 -0.01234 0.99803
1403636861.601666451 0.43369 0.08733 -0.13610 -0.06349 0.00407 -0.01263 0.99789
1403636861.701666594 0.39734 0.09109 -0.12413 -0.06190 -0.00654 -0.01127 0.99800
1403636861.801666498 0.34689 0.09414 -0.10943 -0.06101 -0.01851 -0.01239 0.99789
1403636861.901666403 0.29109 0.09518 -0.09517 -0.05728 -0.03213 -0.01045 0.99779
1403636862.001666546 0.23342 0.09460 -0.08018 -0.05436 -0.05220 -0.00537 0.99714
1403636862.101666451 0.18123 0.09249 -0.06696 -0.05282 -0.06835 0.00023 0.99626
1403636862.201666594 0.14334 0.09144 -0.05834 -0.04973 -0.07683 0.00234 0.99580
1403636862.301666498 0.13130 0.09158 -0.05727 -0.05074 -0.08477 -0.00466 0.99510
1403636862.401666403 0.15053 0.09064 -0.06315 -0.04964 -0.09088 -0.00703 0.99460
1403636862.501666546 0.19616 0.08853 -0.07579 -0.05010 -0.08699 -0.00854 0.99491
1403636862.601666451 0.25691 0.08817 -0.08991 -0.05994 -0.07566 -0.01483 0.99522
1403636862.701666594 0.32343 0.08610 -0.10538 -0.06786 -0.06105 -0.01933 0.99564
1403636862.801666498 0.39095 0.08162 -0.12177 -0.07089 -0.05124 -0.01409 0.99607
1403636862.901666403 0.45224 0.07793 -0.13860 -0.07343 -0.04401 -0.00586 0.99631
1403636863.001666546 0.49373 0.07496 -0.15314 -0.07175 -0.03339 -0.00111 0.99686
1403636863.101666451 0.50165 0.07624 -0.15723 -0.07375 -0.02354 -0.00941 0.99695
1403636863.201666594 0.47716 0.07932 -0.15089 -0.07687 -0.02009 -0.01884 0.99666
1403636863.301666498 0.42734 0.08279 -0.13567 -0.07946 -0.02279 -0.02499 0.99626
1403636863.401666403 0.36660 0.08732 -0.11718 -0.08452 -0.02657 -0.02783 0.99568
1403636863.501666546 0.30034 0.09154 -0.09817 -0.08702 -0.03382 -0.02331 0.99536
1403636863.601666451 0.23353 0.09453 -0.08178 -0.07922 -0.04647 -0.01259 0.99569
1403636863.701666594 0.17577 0.09745 -0.06928 -0.07286 -0.06083 -0.00291 0.99548
1403636863.801666498 0.13862 0.10021 -0.06154 -0.07141 -0.07471 0.00347 0.99464
1403636863.901666403 0.13386 0.10125 -0.06344 -0.07028 -0.08573 0.00389 0.99383
1403636864.001666546 0.16335 0.09976 -0.07338 -0.06652 -0.08786 0.00330 0.99390
1403636864.101666451 0.22008 0.09600 -0.09104 -0.06506 -0.08173 -0.00245 0.99453
1403636864.201666594 0.29082 0.09205 -0.11101 -0.07047 -0.07380 -0.00964 0.99473
1403636864.301666498 0.35863 0.08580 -0.12834 -0.07168 -0.06810 -0.01096 0.99504
1403636864.401666403 0.41883 0.07887 -0.14418 -0.07188 -0.06046 -0.00888 0.99554
1403636864.501666546 0.46798 0.07379 -0.15690 -0.07511 -0.04117 -0.00393 0.99632
1403636864.601666451 0.49609 0.06954 -0.16181 -0.07501 -0.01977 0.00081 0.99699
1403636864.701666594 0.49291 0.07006 -0.16045 -0.07758 -0.01079 -0.00598 0.99691
1403636864.801666498 0.45961 0.07319 -0.15020 -0.07919 -0.01605 -0.01302 0.99665
1403636864.901666403 0.40750 0.07687 -0.13371 -0.08025 -0.02515 -0.01351 0.99637
1403636865.001666546 0.34954 0.08224 -0.11537 -0.08613 -0.03633 -0.01579 0.99550
1403636865.101666451 0.28997 0.08722 -0.09574 -0.08702 -0.04849 -0.01428 0.99492
1403636865.201666594 0.23718 0.09072 -0.07855 -0.07993 -0.05605 0.00256 0.99522
1403636865.301666498 0.19608 0.09318 -0.06649 -0.07247 -0.05882 0.01549 0.99551
1403636865.401666403 0.17060 0.09501 -0.05875 -0.07333 -0.06038 0.01537 0.99536
1403636865.501666546 0.16529 0.09545 -0.05706 -0.07571 -0.06975 0.00732 0.99466
1403636865.601666451 0.18712 0.09234 -0.06262 -0.07477 -0.08111 0.00217 0.99389
1403636865.701666594 0.23183 0.08444 -0.07630 -0.06990 -0.08019 0.00221 0.99432
