1403637133.538319111 -0.00327 -0.00481 0.02167 0.79654 0.07232 0.59379 -0.08778
1403637133.638319016 -0.00202 -0.00846 0.02849 0.80179 0.06796 0.58762 -0.08497
1403637133.738318920 -0.00302 -0.01399 0.04464 0.80334 0.06646 0.58637 -0.07994
1403637133.838319063 -0.00386 -0.01813 0.07312 0.80474 0.06112 0.58586 -0.07366
1403637133.938318968 -0.00231 -0.01984 0.11905 0.80893 0.05361 0.58149 -0.06806
1403637134.038319111 -0.00089 -0.01943 0.18010 0.81001 0.04995 0.58103 -0.06160
1403637134.138319016 0.00026 -0.01838 0.24508 0.80905 0.04971 0.58354 -0.04938
1403637134.238318920 0.00238 -0.01658 0.30879 0.80409 0.04855 0.59144 -0.03571
1403637134.338319063 0.00364 -0.01400 0.36213 0.79420 0.04739 0.60487 -0.03357
1403637134.438318968 0.00518 -0.01266 0.39451 0.78487 0.04282 0.61723 -0.03410
1403637134.538319111 0.00845 -0.01230 0.39578 0.78264 0.03530 0.62027 -0.03876
1403637134.638319016 0.01381 -0.01643 0.36697 0.78805 0.03504 0.61355 -0.03609
1403637134.738318920 0.02034 -0.02163 0.30815 0.79846 0.03921 0.59976 -0.03484
1403637134.838319063 0.02255 -0.02533 0.23190 0.81335 0.04252 0.57894 -0.03857
1403637134.938318968 0.02080 -0.02809 0.15819 0.82694 0.04106 0.55902 -0.04453
1403637135.038319111 0.01637 -0.03070 0.10036 0.83236 0.03829 0.55052 -0.05136
1403637135.138319016 0.01198 -0.03382 0.06368 0.83502 0.03875 0.54633 -0.05252
1403637135.238318920 0.00860 -0.03505 0.05432 0.84150 0.04166 0.53646 -0.04850
1403637135.338319063 0.00912 -0.03580 0.08801 0.84619 0.04087 0.52947 -0.04421
1403637135.438318968 0.01229 -0.03632 0.15403 0.83881 0.04054 0.54158 -0.03807
1403637135.538319111 0.01586 -0.03648 0.23803 0.82509 0.04172 0.56266 -0.03008
1403637135.638319016 0.01920 -0.03572 0.32482 0.81246 0.03932 0.58129 -0.02138
1403637135.738318920 0.02128 -0.03324 0.40069 0.80049 0.03347 0.59802 -0.02142
1403637135.838319063 0.02216 -0.03143 0.45170 0.79261 0.02782 0.60851 -0.02646
1403637135.938318968 0.02471 -0.03122 0.46482 0.79095 0.02380 0.61075 -0.02836
1403637136.038319111 0.02773 -0.03056 0.43726 0.79465 0.02520 0.60586 -0.02889
1403637136.138319016 0.03274 -0.02947 0.37618 0.80126 0.02696 0.59713 -0.02631
1403637136.238318920 0.03593 -0.02925 0.29443 0.81190 0.02873 0.58264 -0.02271
1403637136.338319063 0.03494 -0.02922 0.21046 0.82658 0.02940 0.56164 -0.02147
1403637136.438318968 0.02933 -0.03037 0.13712 0.84044 0.02899 0.54050 -0.02595
1403637136.538319111 0.02372 -0.03286 0.09105 0.84992 0.02613 0.52512 -0.03468
1403637136.638319016 0.01904 -0.03596 0.08266 0.85382 0.02650 0.51868 -0.03560
1403637136.738318920 0.01931 -0.03517 0.11857 0.85441 0.02762 0.51779 -0.03331
1403637136.838319063 0.01972 -0.03388 0.19363 0.84891 0.02828 0.52678 -0.03251
1403637136.938318968 0.02153 -0.03431 0.28942 0.83653 0.02636 0.54658 -0.02783
1403637137.038319111 0.02330 -0.03662 0.38577 0.82281 0.01869 0.56768 -0.01936
1403637137.138319016 0.02324 -0.03689 0.46213 0.80880 0.00833 0.58768 -0.02014
1403637137.238318920 0.02284 -0.03647 0.50112 0.79848 0.00521 0.60143 -0.02626
1403637137.338319063 0.02500 -0.03785 0.49784 0.79342 0.00607 0.60812 -0.02521
1403637137.438318968 0.02845 -0.03808 0.45401 0.79261 0.00850 0.60911 -0.02624
1403637137.538319111 0.03237 -0.03726 0.38021 0.80003 0.01455 0.59938 -0.02183
1403637137.638319016 0.03360 -0.03691 0.29067 0.81504 0.01992 0.57895 -0.01124
1403637137.738318920 0.03284 -0.03501 0.20091 0.83101 0.01938 0.55584 -0.00990
1403637137.838319063 0.02588 -0.03373 0.12639 0.84141 0.02027 0.53976 -0.01657
1403637137.938318968 0.01743 -0.03475 0.08153 0.84983 0.02395 0.52614 -0.01957
