time,cpu_usage,memory_usage
0.0,0,21954560
1.470088,0.8468349595398371,131411968
2.552266,0.9818271337986911,172150784
4.053965,0.8722912421197591,274034688
5.110197,0.9929564499087321,316354560
6.81826,1.0034953570213745,335679488
8.152703,1.0045522364012551,395968512
9.305295,1.0030994827310966,438628352
10.424218,1.0005909700667517,489066496
11.762873,1.4248858697722715,654745600
195.580313,1.1823158918054784,706781184
196.917226,1.2530553618672269,690954240
198.046047,1.2586538538882603,700878848
199.175251,1.245511166272879,710008832
200.450368,1.2728817990819665,719208448
202.278874,1.251421312809474,739119104
204.047261,1.261157688334058,753139712
205.338761,1.320229413859853,764829696
206.850233,1.1673819422390888,764194816
208.718878,1.2553253100508657,760217600
209.796103,1.1611398018055652,775778304
211.746101,1.1135491918453249,780484608
213.721045,1.2177950341883113,787443712
215.008683,1.2351241342675503,742531072
216.573705,1.2339454831944854,694779904
217.8839,1.3050049588038422,686604288
219.737673,1.1530042248970074,695345152
221.421947,1.1121631189462047,700162048
222.761503,1.3350993224620695,702308352
224.159948,1.2851876033737473,707584000
226.033273,1.3184446356078097,714924032
227.22837,1.08216228222479,737415168
228.828974,1.3125763336840344,724570112
230.388283,1.1693337208981671,736792576
232.231043,1.154178047059845,743739392
233.544845,1.133621894318931,757071872
234.975243,1.2249256563557835,749383680
236.66294,1.226593524785551,754671616
237.977725,1.2841390561954997,748539904
239.618764,1.1476254543615356,747384832
240.795516,1.1518176829102478,756772864
242.791837,1.211278357037771,690601984
244.099103,1.1985387250949693,701034496
245.363676,1.1990306870382335,710946816
247.039827,1.2497096621963057,719511552
248.326551,1.140344562625707,721842176
249.790715,1.2500273719337451,737701888
251.780484,1.1645714658334712,731762688
253.602904,1.1877571366644353,749629440
255.334051,1.2243477619173877,763056128
256.575472,1.1644781206375596,749658112
258.20994,1.2504024159543043,764481536
259.975021,1.2860416768408929,771821568
261.797036,1.2360819938364942,764911616
263.690196,1.2683900732109277,780902400
265.242726,1.2864970622145788,784592896
266.77566,1.2707446217514908,784011264
268.264016,1.2970116349851784,722149376
269.900575,1.3075292739216857,735141888
271.656355,1.2793692068482383,739885056
273.194676,1.2434371714356107,748191744
274.732117,1.3536748219931691,760705024
276.108167,1.2794569187166165,770248704
277.593218,1.272099198613381,707854336
278.619716,1.259458845511633,715624448
280.314004,1.350867696046953,708661248
282.097164,1.3215712959016577,717287424
283.571333,1.297071831655665,718757888
285.392836,1.3335382571425904,726282240
287.042968,1.3264447001815611,724721664
288.359647,1.06917256066209,699191296
