1403636581.063555479 0.01873 0.01743 0.14786 0.82316 0.03934 0.56599 -0.02255
1403636581.163555384 0.02548 0.01868 0.20814 0.81544 0.03543 0.57723 -0.02474
1403636581.263555527 0.02982 0.01823 0.25723 0.80595 0.03109 0.59053 -0.02753
1403636581.363555431 0.03072 0.01802 0.28520 0.79858 0.03125 0.60046 -0.02727
1403636581.463555574 0.02958 0.01633 0.28272 0.79910 0.03365 0.59987 -0.02141
1403636581.563555479 0.02900 0.01416 0.25263 0.80576 0.03414 0.59095 -0.01884
1403636581.663555384 0.02905 0.01254 0.20423 0.81233 0.03269 0.58187 -0.02193
1403636581.763555527 0.02809 0.00806 0.14757 0.81511 0.03416 0.57781 -0.02375
1403636581.863555431 0.02297 0.00522 0.08603 0.81692 0.03636 0.57493 -0.02764
1403636581.963555574 0.01363 0.00463 0.02023 0.82292 0.03376 0.56642 -0.02885
1403636582.063555479 0.00380 0.00503 -0.04127 0.83162 0.03137 0.55385 -0.02585
1403636582.163555384 0.00131 0.00492 -0.08823 0.83966 0.03375 0.54136 -0.02774
1403636582.263555527 -0.00145 0.00717 -0.10365 0.84424 0.03634 0.53391 -0.02961
1403636582.363555431 -0.00067 0.01035 -0.08159 0.84310 0.03708 0.53550 -0.03247
1403636582.463555574 0.00063 0.01347 -0.02995 0.83520 0.03642 0.54770 -0.03372
1403636582.563555479 0.00402 0.01502 0.03385 0.82871 0.03602 0.55771 -0.03017
1403636582.663555384 0.00724 0.01467 0.10099 0.82567 0.03444 0.56257 -0.02436
1403636582.763555527 0.01146 0.01284 0.16738 0.82255 0.03023 0.56741 -0.02329
1403636582.863555431 0.01740 0.00886 0.23276 0.81629 0.02131 0.57690 -0.02018
1403636582.963555574 0.02038 0.00554 0.28982 0.80668 0.01565 0.59050 -0.01850
1403636583.063555479 0.01980 0.00344 0.32491 0.79857 0.01505 0.60146 -0.01714
1403636583.163555384 0.01896 0.00142 0.32774 0.79713 0.01593 0.60345 -0.01302
1403636583.263555527 0.01862 0.00073 0.29772 0.79898 0.01847 0.60096 -0.01154
1403636583.363555431 0.02086 -0.00143 0.24638 0.80169 0.02026 0.59726 -0.01277
1403636583.463555574 0.02073 -0.00470 0.18264 0.80498 0.02414 0.59260 -0.01585
1403636583.563555479 0.01903 -0.00810 0.11325 0.80934 0.02754 0.58649 -0.01570
1403636583.663555384 0.01694 -0.00973 0.04199 0.81736 0.02821 0.57522 -0.01573
1403636583.763555527 0.01335 -0.01060 -0.02233 0.83001 0.02502 0.55672 -0.02270
1403636583.863555431 0.00989 -0.01100 -0.07564 0.83988 0.02328 0.54173 -0.02412
1403636583.963555574 0.00596 -0.01096 -0.11516 0.84420 0.02917 0.53483 -0.02090
1403636584.063555479 0.00147 -0.00799 -0.13215 0.84471 0.03510 0.53350 -0.02462
1403636584.163555384 0.00000 -0.00606 -0.11828 0.84455 0.03805 0.53336 -0.02875
