time,cpu_usage,memory_usage
0.0,0,74059776
1.75779,1.01461837022625,175968256
2.784087,1.0005178423010104,239460352
4.514485,1.0028927460618886,329506816
5.73272,0.9973166162522009,392683520
6.797716,1.0055293813310098,465952768
7.928728,1.0033368027925433,527708160
9.903218,0.7750299773612427,689790976
11.02892,1.0323654102062536,708485120
12.939545,1.0554721821393522,735854592
14.311597,0.9462404128998027,760836096
15.995072,0.7096069380299678,789970944
17.94587,0.8626657926653606,824209408
19.804675,0.8131060353291496,855293952
21.132934,0.7168717110141922,877842432
23.074755,0.9061903553417128,914481152
24.635175,0.6296928045013522,938344448
25.816696,0.858352278969227,959422464
27.603593,0.9781883930635061,984535040
28.665802,0.9989070531317283,999718912
29.904305,0.9870816574525859,1017233408
31.014877,0.9112193356216436,1032720384
32.5783,0.8427746527970997,1052704768
34.533445,0.7703256525730828,1081913344
36.034142,0.7623129958945744,1109405696
37.29768,0.7412115591299985,1128206336
38.70376,0.8488846886379153,1153597440
40.329052,0.7452816780000148,1175597056
42.280907,0.6794613529181215,1204158464
44.090457,0.771510949683623,1230909440
46.022021,0.7338730034314161,1259315200
47.421068,0.6459951188201682,1280032768
49.027606,0.8283821733441724,1297756160
50.171156,0.7857023986708058,1318846464
51.903476,0.7528315415165789,1341911040
53.535398,0.940331588764659,1371656192
55.283713,0.6984056345681413,1396105216
56.47096,1.10305477377496,1418899456
58.423785,1.2837378863953504,1436086272
59.837102,1.1893496745599184,1460203520
61.097489,1.2508621010848255,1480531968
62.150549,1.1044783459631928,1498558464
63.333239,1.3137858153869568,1515839488
64.382749,1.2971073053139084,1530478592
66.02684,1.3185302924229862,1554927616
67.674181,1.3006979635667417,1574858752
69.233429,1.2944285110514813,1606668288
70.430234,1.3293324810641667,1616048128
71.814514,1.2466980574739215,1634574336
72.921542,1.3022173486126818,1645719552
74.441899,1.2385658855124158,1664421888
76.197459,1.2294562470095012,1679114240
77.30291,1.2237367563103203,1694167040
79.229352,1.2436777193395907,1709838336
80.991428,1.2490170741784123,1734500352
82.389308,1.3196130490456979,1746456576
83.773835,1.3608269618432864,1747329024
85.466255,1.3048210060150554,1774350336
86.918091,1.3168640769343094,1797496832
88.408254,1.2888783354572622,1811161088
90.184754,1.337136244300591,1834303488
92.016827,1.3224299801372543,1859215360
93.150533,1.3942836396737779,1872818176
95.036975,1.4046360296261429,1895866368
96.173539,1.355761043812755,1910468608
97.486893,1.3554068507043797,1921777664
99.146904,1.3643515964653246,1941401600
100.591685,1.3397941978749721,1952899072
102.021633,1.3474730885318906,1974497280
103.368033,1.3287340314913845,1988272128
105.176863,1.3815211352089471,2014162944
106.919452,1.415671099725753,2034249728
108.137837,1.4054648801487215,2024509440
109.405453,1.3210334391487644,2041335808
111.107714,1.426752556746586,2072264704
112.982966,1.355892494448746,2097537024
114.444573,1.1012538028348249,2115387392
115.53772,1.1943482285548055,2119618560
117.176176,1.4364433417803102,2132791296
118.460671,1.548117808165855,2148286464
119.983972,1.478495723432204,2162561024
121.194978,1.4449499763006954,2173722624
122.951214,1.3229849040789508,2188943360
124.428822,0.3238961267129036,2183028736
