time,cpu_usage,memory_usage
0.0,0,73060352
1.601251,0.730603543104735,473649152
3.319688,0.024780304427802706,473649152
5.058815,0.040100425673340705,473649152
6.723285,0.04242571389090822,473649152
8.436814,0.029989020903643884,473649152
10.426571,0.18557689858610876,532414464
12.299497,1.3109039817910584,560603136
13.387896,1.7432947099363376,562339840
15.06825,1.9323616023766421,584187904
16.726449,1.8824371140013956,605372416
18.274584,2.0546537401454006,612655104
19.360501,1.9562639824222294,622092288
21.327711,2.2074861128196788,645234688
22.536193,2.5111764122262477,656785408
24.431012,2.2980372552734587,664092672
25.545847,1.7143874905255039,677244928
26.852434,1.7686203191980328,684834816
28.095489,1.928302614928543,697040896
29.966169,2.239822911454658,714350592
31.60623,1.8173108750223315,723943424
33.126837,1.2219501528008223,733122560
34.843941,1.1517928180238355,745697280
35.901816,1.0885823835519322,752889856
37.506424,1.2820707861359286,764506112
38.53911,1.1734703210850153,772145152
40.503557,1.0975209191187139,786231296
42.226573,1.226656231863198,804319232
43.86401,1.1763487700595503,811298816
45.599803,1.2442745874652104,824877056
47.080151,1.0960052149899888,836554752
48.219597,1.082967047143963,845049856
50.01847,1.1353516507279835,858841088
51.240557,1.102520788618159,868065280
53.11286,1.17962339856316,883019776
54.653396,1.23028710007426,894291968
55.921741,1.8634072298940745,734138368
57.098439,2.0220677667506872,743628800
58.896176,2.3170052605025093,758358016
59.926636,2.360325386720494,771923968
61.823847,2.295545947709559,784830464
63.796549,1.8153467878067746,792965120
64.997168,2.3274510781521864,800448512
66.558442,2.1960064031041315,811286528
67.989363,2.2337208818655956,820961280
69.483064,1.7080125145527787,831008768
70.483775,2.1842177541767804,839917568
71.739572,1.893676802859061,841560064
73.639156,1.9403694082493852,845348864
75.428664,2.09226974173907,864481280
76.726604,2.344804319151887,875540480
77.884119,2.495987344440461,883892224
79.38576,2.1361350396000107,890589184
80.845163,2.0608079111801194,896675840
82.329373,2.1510131666004138,913063936
84.043555,2.1357461588092748,913240064
85.195416,1.677149528458729,921657344
87.101884,2.590517952045353,934129664
89.093085,2.1082437508820053,953458688
90.423827,1.8906601422364364,963784704
91.81419,1.744971329070178,970919936
92.833968,1.4514602874351084,980848640
94.703929,1.4687000162035464,980951040
96.595941,1.4694340405874804,991109120
98.546455,1.7109873874271089,1010855936
100.425199,1.776494435644239,1016795136
102.032292,2.4070315488898277,1027829760
103.044745,2.5838387421440796,1037312000
104.793882,2.104887194656565,1046167552
106.09658,2.2522563333942327,1059418112
107.213553,2.662912281675564,1069441024
108.370617,2.362794263757234,1077411840
109.485345,2.5808768964267514,1085063168
111.213643,2.356928092840471,1101996032
112.403578,1.9560826843483048,1107681280
113.518648,2.0263117705614895,1114628096
115.373002,2.1861770751431497,1139683328
117.187833,1.9336390132194128,1144033280
118.720766,1.632801480560468,1156718592
120.156216,2.0607490884391653,1161551872
122.052105,2.10735161288451,1176723456
123.618278,2.108379662400003,1188888576
125.578838,1.7961890541477945,1207255040
127.192918,1.776058485329104,1212424192
128.340352,1.3989910949126485,1214390272
129.92811,2.475090350040749,1224847360
131.414886,2.4146124930722586,1236832256
132.894998,2.2403136573448497,1245949952
134.425757,2.097276922755313,1259302912
135.880453,1.5379661915616734,1265119232
137.133796,1.973525798604213,1268101120
138.205291,1.9174282875795032,1273257984
140.123484,2.057934086403193,1287860224
142.112364,2.0615238279835886,1300267008
143.1184,2.277480743233841,1307668480
144.17772,2.6107552439300683,1317949440
145.355663,1.9551420756352387,1322643456
146.379059,2.5561414476898485,1336528896
148.264037,2.19265406917216,1343389696
149.96275,2.3422955272609323,1356525568
151.75521,1.9024826160695356,1368936448
153.442348,2.054968249188863,1379917824
155.406026,1.912331738197403,1388691456
156.495569,1.8814114569135867,1391869952
157.882004,1.3153298286612787,1403273216
159.494748,1.5549669172540712,1402617856
160.694256,2.1568586128646077,1410961408
162.306737,2.102422698934127,1419776000
163.490499,1.3428700828375975,1422057472
164.777216,1.9375539322166413,1436258304
166.678258,1.8773838405463952,1447096320
167.755913,2.0146394449058374,1446039552
169.595166,2.151381021534286,1456111616
170.762738,2.609342199881463,1460072448
172.081744,2.03924694125728,1470488576
173.364034,2.3881759679947594,1477574656
175.060428,2.1083520219948904,1487671296
176.115771,2.153444116273098,1494802432
178.028931,1.948795010872065,1510182912
179.498545,1.59052390559698,1511645184
181.174978,1.9626992739942486,1520168960
182.234649,1.856149235942099,1523503104
183.714481,2.5862658416631077,1529798656
185.195285,2.4096395363599776,1542905856
187.138998,2.428643007995522,1554829312
188.374046,2.328870315971525,1568432128
189.542846,2.421518952772074,1570881536
190.605805,2.5150809184549923,1578217472
192.239529,2.516109507481068,1591382016
193.485454,2.331911347793808,1598791680
195.058817,1.3372085361102302,1609101312
196.808821,0.0430692844130642,1609031680
