time,cpu_usage,memory_usage
0.0,0,141766656
1.255977,1.224114889842728,426385408
3.12771,0.24089970791774254,591863808
4.964694,0.039472380271140084,591863808
6.49091,0.03788600106406957,591863808
8.082038,0.03164232104519561,591863808
9.220874,0.0375889978890727,591863808
10.28898,0.4695509537442913,680828928
11.807461,0.4766206353586248,716648448
13.144243,0.49348251696985745,744919040
14.928398,0.8183516538641542,759341056
16.352519,1.0350537679031486,786915328
17.501924,1.2868867457510624,810033152
18.782295,1.3369199286769224,835915776
20.778286,1.2217569663390266,875868160
22.281552,1.2968433377725566,912125952
24.072147,1.0806898852057556,945246208
25.129182,0.7372817210404575,962162688
26.951719,0.7958111988947275,997761024
28.64283,0.7378508731833688,1026035712
30.345977,0.7327465333291842,1055719424
32.218618,1.101825298068343,1025949696
33.877278,1.661265695802636,1061711872
35.268176,2.068600688907454,1096089600
36.439296,1.3732959218525855,1112551424
38.179325,1.4593595612486918,1139863552
39.804988,1.6306200054992948,1161990144
41.493519,1.974083174072611,1199759360
43.079114,1.7566787679073155,1226199040
44.958758,1.7283212257214664,1256288256
46.683902,1.590373175224793,1281261568
48.443315,1.7289595586709885,1307566080
49.82647,1.9353963250684125,1330765824
51.399014,2.1755886099212485,1362518016
53.32422,1.8019825099236133,1385967616
54.603511,1.7615917301067545,1409523712
56.318242,1.882553175979206,1439424512
57.902612,1.552684251784621,1432743936
58.959792,1.2119183232751283,1456926720
60.330739,1.5531208835936035,1486524416
61.815191,1.6727544460851547,1498075136
63.028217,1.4624783038450948,1519595520
64.262641,2.1870312412914847,1533947904
65.963724,1.5843751386616645,1559867392
67.947515,1.2389616617879606,1581469696
68.957613,1.2155551629643857,1604177920
70.592252,1.1274237412664203,1618890752
72.285423,0.9334351958544057,1643274240
73.327687,0.914200055839979,1658093568
74.426759,0.9048271914851802,1670279168
75.526073,0.8444725037614367,1682849792
76.972136,0.7519637636811121,1690902528
78.442082,0.8235362761625257,1712726016
80.106237,0.8697344964862047,1729409024
81.980805,0.9523923581326471,1757990912
83.243273,1.3596237908604416,1751482368
84.314547,1.2062834214215972,1772736512
85.886301,1.4286257951307901,1805275136
87.558247,1.1614389926468918,1826324480
88.621718,1.154204655322054,1843924992
89.664043,1.3622037617825535,1847070720
91.58408,1.548709617575078,1863458816
93.572378,1.4796162647651407,1895251968
94.69771,1.5126693127006074,1900892160
96.287485,1.6724672736708024,1930465280
97.301494,1.9491973838496506,1929580544
98.514253,1.9035228714031394,1953447936
99.796362,2.1798516935767553,1956134912
101.145408,1.8358962392683422,1985617920
102.915873,1.4425136351184575,2005065728
104.030557,1.577754351906011,2021928960
105.172563,1.643657272378604,2037149696
106.785608,1.848772930079446,2049507328
108.711643,1.7232854563909794,2038566912
110.702263,1.3887506374898273,2081939456
111.762128,1.6261810089020772,2090057728
112.895693,1.7808102684892353,2113540096
114.007499,1.6383960978803855,2126327808
115.653415,1.8438526534768482,2144518144
117.369004,1.7639093360939013,2167857152
118.955165,1.6481822872961824,2187595776
120.075596,1.3912017848488663,2206019584
121.456178,1.5068251766284075,2211045376
122.996505,1.595745141129124,2228731904
124.460309,0.38128138193364686,2242232320
