time,cpu_usage,memory_usage
0.0,0,83148800
1.21029,0.983200860124433,125739008
2.234492,1.039720451629659,182964224
3.532784,1.0037864586703145,273276928
5.094507,1.0016656417303196,381804544
6.579543,1.0049012677133753,482992128
8.138337,1.0014638598814212,583131136
9.227529,1.0054902331269417,659283968
10.269072,0.6460227729436038,764948480
11.443155,0.9787670675752906,765931520
13.256989,0.8863421884251811,766816256
14.67758,0.9236503004735354,766849024
15.936279,0.8791204743945932,766894080
17.67553,0.9243545859683278,775704576
19.37577,1.0556621035853762,783597568
20.386908,1.1291775890135667,787795968
21.662428,0.9405439859821877,791760896
22.726905,0.6669311549239675,791941120
24.279527,0.7041159316304935,792494080
25.458256,0.7113581476318984,792420352
26.820467,0.7220501390753709,792584192
28.258138,0.6546860505637242,792584192
30.025998,0.7385327327955834,793751552
31.69636,0.9496543300194809,798822400
33.181781,1.02839501124597,803188736
35.056984,1.2107187781802824,811880448
36.104371,1.3166030187504714,817078272
37.630562,1.4096185287424707,823590912
38.819045,1.4566205355903281,826417152
40.004981,1.3256229762820253,830140416
41.970542,1.451593660028867,838742016
43.213404,1.49938514010405,843239424
44.90933,1.399701359021561,848117760
46.443003,1.4786198726847248,852074496
48.024828,1.5357712066758333,857034752
49.907666,1.5462007889154563,859860992
51.377,1.564558482958946,861601792
52.577034,1.5554423249674592,864120832
53.875289,1.562513686448348,867848192
55.718604,1.5427619359686218,872923136
57.248912,1.4838669365905426,875941888
58.718642,1.1217290509141136,878456832
60.549501,1.4094834162543375,885612544
62.082932,1.4279532825409165,889434112
63.468096,1.421809172054717,893280256
65.06014,1.4739781526138724,897503232
66.954838,1.3905023882434033,903335936
68.061739,1.4368214122130163,907644928
69.301907,1.3735151543984363,910049280
70.613145,1.435383369762011,914169856
72.08045,1.4725368808802533,919511040
73.317023,1.485809418449214,922443776
74.957309,1.4431271613608847,924278784
76.570806,1.4804553507071907,927940608
78.238308,1.475919666063369,932974592
79.312421,1.4371412086065432,936968192
81.130456,1.5721294865060353,937992192
82.671783,1.6047727120851059,937738240
84.363323,1.601112277569552,937357312
85.785388,1.376517770284762,938151936
87.525283,1.628208022323186,937779200
88.782082,1.5463315581887,938770432
89.845546,1.6192068673692763,944345088
91.778053,1.6069641196642497,954564608
93.436005,1.4855221297118373,954187776
94.532975,1.6745448034130377,956284928
95.725087,1.7072056627229657,958226432
97.19424,1.3407291058181143,958746624
98.669353,1.2302270971783178,959647744
99.892869,1.4321282230882146,959844352
101.702125,1.4813314008631173,961638400
103.116678,1.0430807958415131,961925120
104.403071,0.8414563224457845,961925120
106.010221,1.2350337890053822,962174976
107.36339,1.6743335873050595,963149824
108.847313,1.6343024173087148,963764224
110.416203,1.0294222367406256,965234688
111.524872,0.7398930880181551,965025792
113.222595,0.2867952274899969,938532864
